1.06176590919,27.437,False
2.12199807167,27.5,False
3.18201303482,27.562,False
4.24202609062,27.625,False
5.30197691917,27.687,False
6.36201500893,27.687,False
7.42200994492,27.75,False
8.48198509216,27.812,False
9.56199502945,27.875,False
10.6219940186,27.937,False
11.6820099354,27.937,False
12.7420010567,0.0,False
13.8019979,28.0,False
14.8619930744,28.062,False
15.9320170879,28.062,False
16.9920051098,28.125,False
18.0520150661,28.187,False
19.1120500565,28.187,False
20.1720049381,28.25,False
21.2620201111,28.312,False
22.3220129013,28.312,False
23.3820021152,28.375,False
24.4420409203,28.437,False
25.5020179749,28.5,False
26.5619940758,28.5,False
27.6220059395,28.562,False
28.6820070744,28.625,False
29.742027998,28.625,False
30.8019909859,28.687,False
31.8720510006,28.687,False
32.9320120811,28.75,False
33.9919970036,28.75,False
35.0520160198,28.812,False
36.1120100021,28.875,False
37.1820240021,28.875,False
38.2420089245,28.937,False
39.3020079136,29.0,False
40.3621001244,29.0,False
41.4220340252,29.062,False
42.4820110798,29.062,False
43.5421259403,29.125,False
44.6020979881,29.125,False
45.6619939804,29.187,False
46.7220110893,29.25,False
47.7920119762,29.25,False
48.9119999409,29.312,False
50.032004118,29.312,False
51.8520319462,29.375,False
52.9220080376,29.437,False
53.9820160866,29.437,False
55.0420069695,29.5,False
56.1019999981,29.5,False
57.1620030403,29.5,False
58.2320029736,29.5,False
59.291987896,29.562,False
60.3520069122,29.562,False
61.4120049477,29.625,False
62.4720818996,29.625,False
63.5320019722,29.625,False
65.3520269394,29.687,False
66.4120020866,29.687,False
67.4720060825,29.687,False
68.5420401096,29.75,False
69.6020081043,29.75,False
70.6620080471,29.812,False
71.7220029831,29.812,False
72.782004118,29.812,False
73.8520050049,29.875,False
74.9120130539,29.875,False
75.9719910622,29.875,False
77.0320520401,29.937,False
78.8520491123,29.937,False
79.9120121002,29.937,False
80.9720070362,30.0,False
82.0319979191,30.0,False
83.092017889,30.0,False
84.1520290375,30.0,False
85.2220039368,30.062,False
86.2819969654,30.062,False
87.3420319557,30.062,False
88.402009964,30.125,False
89.4620130062,30.125,False
90.5220110416,30.125,False
91.6026051044,30.187,False
92.7220780849,30.187,False
94.5420970917,30.187,False
95.6120080948,30.25,False
96.6720089912,30.25,False
97.7320051193,30.25,False
98.7920119762,30.25,False
99.8519980907,30.312,False
100.922003984,30.312,True
101.982006073,30.312,True
103.042005062,30.375,True
104.102005005,30.375,True
105.162266016,30.437,True
106.232028008,30.437,True
108.052103043,30.437,True
109.111993074,30.5,True
110.172010899,30.5,True
111.242022038,30.5,True
112.30201292,30.562,True
113.361993074,30.562,True
114.422010899,30.562,True
115.482012033,30.625,True
116.542011976,30.625,True
117.602005005,30.625,True
118.662008047,30.625,True
119.722100019,30.687,True
120.801999092,30.687,True
122.63203907,30.687,True
123.692106009,30.687,True
124.752043009,30.75,True
125.81201005,30.75,True
126.882009029,30.75,True
127.942035913,30.75,True
129.002010107,30.812,True
130.06199789,30.812,True
131.122006893,30.812,True
132.192323923,30.875,True
133.252048969,30.875,True
134.312005997,30.937,True
135.392008066,30.937,True
136.512016058,31.0,True
138.332080126,31.062,True
139.392017126,31.062,True
140.45202899,31.062,True
141.512012005,31.125,True
142.58200407,31.187,True
143.642009974,31.187,True
144.702003956,31.25,True
145.762007952,31.312,True
146.822006941,31.312,True
147.892081976,31.375,True
148.952032089,31.437,True
150.012005091,31.5,True
151.111992121,31.562,True
152.932090998,31.625,True
153.99199295,31.625,True
155.052033901,31.687,True
156.112008095,31.75,True
157.172003031,31.812,True
158.23200202,31.937,True
159.302007914,32.0,True
160.362010956,32.062,True
162.182081938,32.187,True
163.242196083,32.187,True
164.312021971,32.25,True
165.371994019,32.312,True
166.432003021,32.437,True
167.491993904,32.5,True
168.552021027,32.625,True
169.612011909,32.75,True
170.671993971,32.812,True
171.732008934,32.937,True
172.792016029,33.0,True
173.852008104,33.125,True
174.922004938,33.312,True
175.982007027,33.437,True
177.042015076,33.562,True
178.101991892,33.687,True
179.162005901,33.812,True
180.232006073,34.0,True
181.292073965,34.0,True
182.351998091,34.0,True
183.412004948,34.187,True
184.47201705,34.25,True
185.531989098,34.375,True
186.592013121,34.5,True
187.652029991,34.625,True
188.711996078,34.75,True
189.772005081,34.875,True
190.842020035,35.0,True
191.902621031,35.125,True
192.9620049,35.25,True
194.022000074,35.375,True
195.08200407,35.5,True
196.152034044,35.687,True
197.212002993,35.812,True
198.332003117,35.937,True
199.39202404,36.062,True
200.45203495,36.187,False
201.512001038,0.0,False
202.572003126,36.312,False
203.631997108,36.5,False
204.692008972,36.625,False
205.752020121,36.75,False
206.822088957,36.937,False
207.881999016,37.062,False
208.942039013,37.187,False
210.002006054,37.375,False
211.061995029,37.562,False
212.122003078,37.75,False
213.182009935,37.875,False
214.242018938,38.062,False
215.302007914,38.25,False
216.362004995,38.375,False
217.442064047,38.5,False
218.502000093,38.625,False
219.56201601,38.812,False
220.622008085,0.0,False
221.682002068,38.937,False
222.742012024,39.062,False
223.832005978,39.187,False
224.892173052,39.312,False
225.952022076,39.375,False
227.012007952,39.5,False
228.07200408,39.625,False
229.142035007,39.75,False
230.202006102,39.875,False
231.262008905,40.0,False
232.322094917,40.062,False
233.38201499,40.187,False
234.442029953,40.312,False
235.502007961,40.375,False
236.561995983,40.437,False
237.622008085,40.562,False
238.682002068,40.625,False
239.752028942,40.625,False
240.812011957,40.687,False
241.871999979,40.75,False
242.932004929,40.812,False
243.992003918,40.812,False
245.062033892,40.937,False
246.122009039,41.0,False
247.182001114,41.062,False
248.242022038,41.125,False
249.302005053,41.187,False
250.372071028,41.25,False
251.432001114,41.312,False
252.492002964,41.375,False
253.552021027,41.437,False
254.612009048,41.5,False
255.672009945,41.562,False
256.73200202,41.625,False
257.852094889,41.75,False
258.912002087,41.75,False
259.972007036,41.812,False
261.102005005,41.812,False
262.162586927,0.0,False
263.222006083,41.875,False
264.282009125,41.937,False
265.342031002,42.0,False
266.40200901,42.062,False
267.462009907,42.062,False
268.522005081,42.125,False
269.581994057,42.187,False
270.64201808,42.187,False
271.712009907,42.25,False
272.771996975,42.312,False
273.832088947,42.312,False
274.892017126,42.375,False
275.952042103,42.437,False
277.012010098,42.5,False
278.092008114,42.562,False
279.152113914,42.625,False
280.212003946,42.625,False
281.272017002,0.0,False
282.33200407,42.687,False
283.40211606,42.75,False
284.461997986,42.812,False
285.521977901,42.812,False
286.582001925,42.875,False
287.64201498,42.937,False
288.702001095,43.0,False
289.762005091,43.0,False
290.822005033,43.062,False
291.882004023,43.125,False
292.942045927,43.125,False
294.002002954,43.187,False
295.061999083,43.25,False
296.122005939,43.25,False
297.202003956,43.312,False
298.261996031,43.375,False
299.322464943,43.437,False
300.381999969,0.0,True
301.442101955,43.437,True
302.501998901,43.5,True
303.562001944,43.5,True
304.6220119,43.562,True
305.692014933,43.625,True
306.752034903,43.625,True
307.81201601,43.687,True
308.871995926,43.687,True
309.932013988,43.75,True
311.002015114,43.75,True
312.062024117,43.812,True
313.122006893,43.812,True
314.182003021,43.812,True
315.242027998,43.875,True
316.312002897,43.875,True
317.432003975,43.937,True
318.552030087,43.937,True
320.372064114,44.0,True
321.432003021,44.0,True
322.492054939,44.062,True
323.552022934,44.125,True
324.611999989,44.125,True
325.672008991,44.187,True
326.742036104,44.25,True
327.80203104,44.312,True
328.862004042,44.312,True
329.924380064,44.375,True
330.991993904,44.437,True
332.062009096,44.437,True
333.142030001,44.5,True
334.262001038,44.562,True
336.082082033,44.625,True
337.152026892,44.625,True
338.2120049,44.75,True
339.272002935,44.812,True
340.332005024,44.875,True
341.392038107,44.937,True
342.452045918,45.0,True
343.512005091,45.062,True
344.572003126,45.187,True
345.632009983,45.25,True
346.692002058,45.312,True
347.762001991,45.437,True
349.582186937,45.5,True
350.642028093,45.562,True
351.701999903,45.687,True
352.772001982,45.75,True
353.83199811,45.812,True
354.892013073,45.937,True
355.952040911,46.062,True
357.012016058,46.125,True
358.082015038,46.25,True
359.142045975,46.375,True
360.202012062,46.437,True
361.261995077,46.562,True
362.342040062,46.687,True
364.172037125,46.812,True
365.231987,46.875,True
366.292015076,47.0,True
367.352000952,47.062,True
368.422001123,47.187,True
369.481997013,47.312,True
370.542045116,47.375,True
371.602003098,47.5,True
372.662025928,47.625,True
373.732012033,47.75,True
374.792006969,47.875,True
375.852027893,48.0,True
376.932013988,48.125,True
377.992155075,48.25,True
379.06200099,48.375,True
380.122123957,48.375,True
381.182014942,48.5,True
382.242022038,48.625,True
383.302030087,48.75,True
384.362004042,48.875,True
385.421983004,49.0,True
386.482005119,49.125,True
387.542016029,49.25,True
388.602003098,49.375,True
389.672004938,49.437,True
390.732005119,49.562,True
391.792016029,49.687,True
392.852054119,49.812,True
393.912009001,49.937,True
394.982032061,50.062,True
396.042117119,50.187,True
397.161996126,50.312,True
398.282005072,50.5,True
400.102071047,50.562,False
401.162002087,50.687,False
402.222016096,50.75,False
403.282001019,50.937,False
404.34205699,51.062,False
405.402024984,51.187,False
406.462002993,51.312,False
407.522011995,51.437,False
408.581999063,51.562,False
409.642030001,51.75,False
410.701998949,51.875,False
411.772005081,52.062,False
412.832003117,52.25,False
413.952022076,52.5,False
415.072031021,52.625,False
416.892031908,52.812,False
417.952043056,52.937,False
419.012006998,53.062,False
420.072084904,53.187,False
421.131993055,53.312,False
422.192003012,53.437,False
423.262032032,53.5,False
424.322000027,53.625,False
425.381983995,53.75,False
426.442043066,53.812,False
427.501997948,53.937,False
428.562014103,54.062,False
430.38202405,54.187,False
431.442030907,54.25,False
432.502012968,54.312,False
433.572097063,54.375,False
434.632003069,54.5,False
435.692003012,54.625,False
436.752020121,54.687,False
437.812009096,54.812,False
438.882009983,54.875,False
439.942032099,54.937,False
441.00199604,55.0,False
442.062005043,55.062,False
443.142031908,55.125,False
444.972014904,55.187,False
446.032004118,55.25,False
447.092073917,55.312,False
